,result,id,name,url,imdb,tmdb,premiere,type_id,type,country_id,country,genre_id,genre,company_id,company,key,note,set,region,streaming,from,to,ranking,ranking_last,value,value_last,value_total,countries,days
0,1.0,97483.0,The Queen&#39;s Gambit,https://flixpatrol.com/title/the-queens-gambit,10048342,87739,2020.0,2.0,TV,4672.0,USA,6824.0,Drama,656.0,Netflix,80234304,80234304,1.0,93.0,656.0,2020-12-01,2020-12-01,1.0,0.0,10.0,0.0,0.0,0.0,0.0
1,2.0,72764.0,Virgin River,https://flixpatrol.com/title/virgin-river,9077530,88324,2019.0,2.0,TV,4672.0,USA,6824.0,Drama,656.0,Netflix,80240027,80240027,1.0,93.0,656.0,2020-12-01,2020-12-01,2.0,0.0,9.0,0.0,0.0,0.0,0.0
2,3.0,99577.0,The Beast,https://flixpatrol.com/title/the-beast-2020,11499506,654905,2020.0,1.0,Movie,93.0,Italy,246.0,Crime,656.0,Netflix,81319170,81319170,1.0,93.0,656.0,2020-12-01,2020-12-01,3.0,0.0,8.0,0.0,0.0,0.0,0.0
3,4.0,35210.0,The Crown,https://flixpatrol.com/title/the-crown,4786824,65494,2016.0,2.0,TV,89.0,United Kingdom,95.0,History,656.0,Netflix,80025678,80025678,1.0,93.0,656.0,2020-12-01,2020-12-01,4.0,0.0,7.0,0.0,0.0,0.0,0.0
4,5.0,67174.0,Diego Maradona,https://flixpatrol.com/title/diego-maradona,5433114,536841,2019.0,1.0,Movie,89.0,United Kingdom,8722.0,Documentary,0.0,,81084856,81084856,1.0,93.0,656.0,2020-12-01,2020-12-01,5.0,0.0,6.0,0.0,0.0,0.0,0.0
5,6.0,73731.0,The Christmas Chronicles: Part Two,https://flixpatrol.com/title/the-christmas-chronicles-part-two,11057644,654028,2020.0,1.0,Movie,333.0,Canada,241.0,Comedy,656.0,Netflix,80988988,80988988,1.0,93.0,656.0,2020-12-01,2020-12-01,6.0,0.0,5.0,0.0,0.0,0.0,0.0
6,7.0,99229.0,Mosul,https://flixpatrol.com/title/mosul,9252468,618219,2020.0,1.0,Movie,4672.0,USA,94.0,War,656.0,Netflix,81041495,81041495,1.0,93.0,656.0,2020-12-01,2020-12-01,7.0,0.0,4.0,0.0,0.0,0.0,0.0
7,8.0,99156.0,Don&#39;t Listen,https://flixpatrol.com/title/dont-listen,11750282,726208,2020.0,1.0,Movie,90.0,Spain,92.0,Horror,656.0,Netflix,81085815,81085815,1.0,93.0,656.0,2020-12-01,2020-12-01,8.0,0.0,3.0,0.0,0.0,0.0,0.0
8,9.0,98775.0,Midnight at the Magnolia,https://flixpatrol.com/title/midnight-at-the-magnolia,13318052,734280,2020.0,1.0,Movie,333.0,Canada,241.0,Comedy,0.0,,81345800,81345800,1.0,93.0,656.0,2020-12-01,2020-12-01,9.0,0.0,2.0,0.0,0.0,0.0,0.0
9,10.0,59375.0,The Christmas Chronicles,https://flixpatrol.com/title/the-christmas-chronicles,2990140,527435,2018.0,1.0,Movie,4672.0,USA,241.0,Comedy,656.0,Netflix,80199682,80199682,1.0,93.0,656.0,2020-12-01,2020-12-01,10.0,0.0,1.0,0.0,0.0,0.0,0.0
10,11.0,99577.0,The Beast,https://flixpatrol.com/title/the-beast-2020,11499506,654905,2020.0,1.0,Movie,93.0,Italy,246.0,Crime,656.0,Netflix,81319170,81319170,2.0,93.0,656.0,2020-12-01,2020-12-01,1.0,1.0,10.0,0.0,0.0,0.0,0.0
11,12.0,67174.0,Diego Maradona,https://flixpatrol.com/title/diego-maradona,5433114,536841,2019.0,1.0,Movie,89.0,United Kingdom,8722.0,Documentary,0.0,,81084856,81084856,2.0,93.0,656.0,2020-12-01,2020-12-01,2.0,3.0,9.0,0.0,0.0,0.0,0.0
12,13.0,73731.0,The Christmas Chronicles: Part Two,https://flixpatrol.com/title/the-christmas-chronicles-part-two,11057644,654028,2020.0,1.0,Movie,333.0,Canada,241.0,Comedy,656.0,Netflix,80988988,80988988,2.0,93.0,656.0,2020-12-01,2020-12-01,3.0,2.0,8.0,0.0,0.0,0.0,0.0
13,14.0,99229.0,Mosul,https://flixpatrol.com/title/mosul,9252468,618219,2020.0,1.0,Movie,4672.0,USA,94.0,War,656.0,Netflix,81041495,81041495,2.0,93.0,656.0,2020-12-01,2020-12-01,4.0,4.0,7.0,0.0,0.0,0.0,0.0
14,15.0,99156.0,Don&#39;t Listen,https://flixpatrol.com/title/dont-listen,11750282,726208,2020.0,1.0,Movie,90.0,Spain,92.0,Horror,656.0,Netflix,81085815,81085815,2.0,93.0,656.0,2020-12-01,2020-12-01,5.0,6.0,6.0,0.0,0.0,0.0,0.0
15,16.0,98775.0,Midnight at the Magnolia,https://flixpatrol.com/title/midnight-at-the-magnolia,13318052,734280,2020.0,1.0,Movie,333.0,Canada,241.0,Comedy,0.0,,81345800,81345800,2.0,93.0,656.0,2020-12-01,2020-12-01,6.0,5.0,5.0,0.0,0.0,0.0,0.0
16,17.0,59375.0,The Christmas Chronicles,https://flixpatrol.com/title/the-christmas-chronicles,2990140,527435,2018.0,1.0,Movie,4672.0,USA,241.0,Comedy,656.0,Netflix,80199682,80199682,2.0,93.0,656.0,2020-12-01,2020-12-01,7.0,7.0,4.0,0.0,0.0,0.0,0.0
17,18.0,73394.0,Hillbilly Elegy,https://flixpatrol.com/title/hillbilly-elegy,6772802,592984,2020.0,1.0,Movie,4672.0,USA,88.0,Drama,656.0,Netflix,81071970,81071970,2.0,93.0,656.0,2020-12-01,2020-12-01,8.0,8.0,3.0,0.0,0.0,0.0,0.0
18,19.0,98691.0,The Princess Switch: Switched Again,https://flixpatrol.com/title/the-princess-switch-switched-again,11199410,643882,2020.0,1.0,Movie,4672.0,USA,85.0,Romance,656.0,Netflix,81084350,81084350,2.0,93.0,656.0,2020-12-01,2020-12-01,9.0,10.0,2.0,0.0,0.0,0.0,0.0
19,20.0,32531.0,The Accountant,https://flixpatrol.com/title/the-accountant,2140479,302946,2016.0,1.0,Movie,4672.0,USA,84.0,Thriller,0.0,,80071227,80071227,2.0,93.0,656.0,2020-12-01,2020-12-01,10.0,9.0,1.0,0.0,0.0,0.0,0.0
20,21.0,97483.0,The Queen&#39;s Gambit,https://flixpatrol.com/title/the-queens-gambit,10048342,87739,2020.0,2.0,TV,4672.0,USA,6824.0,Drama,656.0,Netflix,80234304,80234304,3.0,93.0,656.0,2020-12-01,2020-12-01,1.0,1.0,10.0,0.0,0.0,0.0,0.0
21,22.0,72764.0,Virgin River,https://flixpatrol.com/title/virgin-river,9077530,88324,2019.0,2.0,TV,4672.0,USA,6824.0,Drama,656.0,Netflix,80240027,80240027,3.0,93.0,656.0,2020-12-01,2020-12-01,2.0,2.0,9.0,0.0,0.0,0.0,0.0
22,23.0,35210.0,The Crown,https://flixpatrol.com/title/the-crown,4786824,65494,2016.0,2.0,TV,89.0,United Kingdom,95.0,History,656.0,Netflix,80025678,80025678,3.0,93.0,656.0,2020-12-01,2020-12-01,3.0,3.0,8.0,0.0,0.0,0.0,0.0
23,24.0,46996.0,Suburra: Blood on Rome,https://flixpatrol.com/title/suburra-blood-on-rome,7197684,73671,2017.0,2.0,TV,93.0,Italy,6827.0,Crime,656.0,Netflix,80081537,80081537,3.0,93.0,656.0,2020-12-01,2020-12-01,4.0,4.0,7.0,0.0,0.0,0.0,0.0
24,25.0,28319.0,How to Get Away with Murder,https://flixpatrol.com/title/how-to-get-away-with-murder,3205802,61056,2014.0,2.0,TV,4672.0,USA,6827.0,Crime,10598.0,ABC,80024057,80024057,3.0,93.0,656.0,2020-12-01,2020-12-01,5.0,6.0,6.0,0.0,0.0,0.0,0.0
25,26.0,96770.0,Emily in Paris,https://flixpatrol.com/title/emily-in-paris,8962124,82596,2020.0,2.0,TV,4672.0,USA,88.0,Drama,656.0,Netflix,81037371,81037371,3.0,93.0,656.0,2020-12-01,2020-12-01,6.0,7.0,5.0,0.0,0.0,0.0,0.0
26,27.0,98648.0,Stolen Away,https://flixpatrol.com/title/stolen-away,10064124,97609,2020.0,2.0,TV,90.0,Spain,6824.0,Drama,0.0,,81104482,81104482,3.0,93.0,656.0,2020-12-01,2020-12-01,7.0,8.0,4.0,0.0,0.0,0.0,0.0
27,28.0,44030.0,Lucifer,https://flixpatrol.com/title/lucifer,4052886,63174,2016.0,2.0,TV,4672.0,USA,7181.0,Superhero,656.0,Netflix,80057918,80057918,3.0,93.0,656.0,2020-12-01,2020-12-01,8.0,0.0,3.0,0.0,0.0,0.0,0.0
28,29.0,42910.0,Star Trek: Discovery,https://flixpatrol.com/title/star-trek-discovery,5171438,67198,2017.0,2.0,TV,4672.0,USA,9157.0,Science Fiction,10596.0,CBS,80126024,80126024,3.0,93.0,656.0,2020-12-01,2020-12-01,9.0,5.0,2.0,0.0,0.0,0.0,0.0
29,30.0,72096.0,Maradona in Mexico,https://flixpatrol.com/title/maradona-in-mexico,11168104,95387,2019.0,2.0,TV,6874.0,Argentina,6841.0,Documentary,0.0,,81034946,81034946,3.0,93.0,656.0,2020-12-01,2020-12-01,10.0,10.0,1.0,0.0,0.0,0.0,0.0
30,1.0,97483.0,The Queen&#39;s Gambit,https://flixpatrol.com/title/the-queens-gambit,10048342,87739,2020.0,2.0,TV,4672.0,USA,6824.0,Drama,656.0,Netflix,80234304,80234304,1.0,93.0,656.0,2020-12-02,2020-12-02,1.0,1.0,10.0,0.0,0.0,0.0,0.0
31,2.0,72764.0,Virgin River,https://flixpatrol.com/title/virgin-river,9077530,88324,2019.0,2.0,TV,4672.0,USA,6824.0,Drama,656.0,Netflix,80240027,80240027,1.0,93.0,656.0,2020-12-02,2020-12-02,2.0,2.0,9.0,0.0,0.0,0.0,0.0
32,3.0,29093.0,The 100,https://flixpatrol.com/title/the-100,2661044,48866,2014.0,2.0,TV,4672.0,USA,9157.0,Science Fiction,14239.0,CW,70283264,70283264,1.0,93.0,656.0,2020-12-02,2020-12-02,3.0,0.0,8.0,0.0,0.0,0.0,0.0
33,4.0,35210.0,The Crown,https://flixpatrol.com/title/the-crown,4786824,65494,2016.0,2.0,TV,89.0,United Kingdom,95.0,History,656.0,Netflix,80025678,80025678,1.0,93.0,656.0,2020-12-02,2020-12-02,4.0,4.0,7.0,0.0,0.0,0.0,0.0
34,5.0,99577.0,The Beast,https://flixpatrol.com/title/the-beast-2020,11499506,654905,2020.0,1.0,Movie,93.0,Italy,246.0,Crime,656.0,Netflix,81319170,81319170,1.0,93.0,656.0,2020-12-02,2020-12-02,5.0,3.0,6.0,0.0,0.0,0.0,0.0
35,6.0,73731.0,The Christmas Chronicles: Part Two,https://flixpatrol.com/title/the-christmas-chronicles-part-two,11057644,654028,2020.0,1.0,Movie,333.0,Canada,241.0,Comedy,656.0,Netflix,80988988,80988988,1.0,93.0,656.0,2020-12-02,2020-12-02,6.0,6.0,5.0,0.0,0.0,0.0,0.0
36,7.0,67174.0,Diego Maradona,https://flixpatrol.com/title/diego-maradona,5433114,536841,2019.0,1.0,Movie,89.0,United Kingdom,8722.0,Documentary,0.0,,81084856,81084856,1.0,93.0,656.0,2020-12-02,2020-12-02,7.0,5.0,4.0,0.0,0.0,0.0,0.0
37,8.0,99229.0,Mosul,https://flixpatrol.com/title/mosul,9252468,618219,2020.0,1.0,Movie,4672.0,USA,94.0,War,656.0,Netflix,81041495,81041495,1.0,93.0,656.0,2020-12-02,2020-12-02,8.0,7.0,3.0,0.0,0.0,0.0,0.0
38,9.0,57161.0,Life of the Party,https://flixpatrol.com/title/life-of-the-party-2018,5619332,399796,2018.0,1.0,Movie,4672.0,USA,241.0,Comedy,9149.0,New Line Cinema,80220612,80220612,1.0,93.0,656.0,2020-12-02,2020-12-02,9.0,0.0,2.0,0.0,0.0,0.0,0.0
39,10.0,59375.0,The Christmas Chronicles,https://flixpatrol.com/title/the-christmas-chronicles,2990140,527435,2018.0,1.0,Movie,4672.0,USA,241.0,Comedy,656.0,Netflix,80199682,80199682,1.0,93.0,656.0,2020-12-02,2020-12-02,10.0,10.0,1.0,0.0,0.0,0.0,0.0
40,11.0,99577.0,The Beast,https://flixpatrol.com/title/the-beast-2020,11499506,654905,2020.0,1.0,Movie,93.0,Italy,246.0,Crime,656.0,Netflix,81319170,81319170,2.0,93.0,656.0,2020-12-02,2020-12-02,1.0,1.0,10.0,0.0,0.0,0.0,0.0
41,12.0,73731.0,The Christmas Chronicles: Part Two,https://flixpatrol.com/title/the-christmas-chronicles-part-two,11057644,654028,2020.0,1.0,Movie,333.0,Canada,241.0,Comedy,656.0,Netflix,80988988,80988988,2.0,93.0,656.0,2020-12-02,2020-12-02,2.0,3.0,9.0,0.0,0.0,0.0,0.0
42,13.0,67174.0,Diego Maradona,https://flixpatrol.com/title/diego-maradona,5433114,536841,2019.0,1.0,Movie,89.0,United Kingdom,8722.0,Documentary,0.0,,81084856,81084856,2.0,93.0,656.0,2020-12-02,2020-12-02,3.0,2.0,8.0,0.0,0.0,0.0,0.0
43,14.0,99229.0,Mosul,https://flixpatrol.com/title/mosul,9252468,618219,2020.0,1.0,Movie,4672.0,USA,94.0,War,656.0,Netflix,81041495,81041495,2.0,93.0,656.0,2020-12-02,2020-12-02,4.0,4.0,7.0,0.0,0.0,0.0,0.0
44,15.0,57161.0,Life of the Party,https://flixpatrol.com/title/life-of-the-party-2018,5619332,399796,2018.0,1.0,Movie,4672.0,USA,241.0,Comedy,9149.0,New Line Cinema,80220612,80220612,2.0,93.0,656.0,2020-12-02,2020-12-02,5.0,0.0,6.0,0.0,0.0,0.0,0.0
45,16.0,59375.0,The Christmas Chronicles,https://flixpatrol.com/title/the-christmas-chronicles,2990140,527435,2018.0,1.0,Movie,4672.0,USA,241.0,Comedy,656.0,Netflix,80199682,80199682,2.0,93.0,656.0,2020-12-02,2020-12-02,6.0,7.0,5.0,0.0,0.0,0.0,0.0
46,17.0,98775.0,Midnight at the Magnolia,https://flixpatrol.com/title/midnight-at-the-magnolia,13318052,734280,2020.0,1.0,Movie,333.0,Canada,241.0,Comedy,0.0,,81345800,81345800,2.0,93.0,656.0,2020-12-02,2020-12-02,7.0,6.0,4.0,0.0,0.0,0.0,0.0
47,18.0,99156.0,Don&#39;t Listen,https://flixpatrol.com/title/dont-listen,11750282,726208,2020.0,1.0,Movie,90.0,Spain,92.0,Horror,656.0,Netflix,81085815,81085815,2.0,93.0,656.0,2020-12-02,2020-12-02,8.0,5.0,3.0,0.0,0.0,0.0,0.0
48,19.0,73394.0,Hillbilly Elegy,https://flixpatrol.com/title/hillbilly-elegy,6772802,592984,2020.0,1.0,Movie,4672.0,USA,88.0,Drama,656.0,Netflix,81071970,81071970,2.0,93.0,656.0,2020-12-02,2020-12-02,9.0,8.0,2.0,0.0,0.0,0.0,0.0
49,20.0,98691.0,The Princess Switch: Switched Again,https://flixpatrol.com/title/the-princess-switch-switched-again,11199410,643882,2020.0,1.0,Movie,4672.0,USA,85.0,Romance,656.0,Netflix,81084350,81084350,2.0,93.0,656.0,2020-12-02,2020-12-02,10.0,9.0,1.0,0.0,0.0,0.0,0.0
50,21.0,97483.0,The Queen&#39;s Gambit,https://flixpatrol.com/title/the-queens-gambit,10048342,87739,2020.0,2.0,TV,4672.0,USA,6824.0,Drama,656.0,Netflix,80234304,80234304,3.0,93.0,656.0,2020-12-02,2020-12-02,1.0,1.0,10.0,0.0,0.0,0.0,0.0
51,22.0,72764.0,Virgin River,https://flixpatrol.com/title/virgin-river,9077530,88324,2019.0,2.0,TV,4672.0,USA,6824.0,Drama,656.0,Netflix,80240027,80240027,3.0,93.0,656.0,2020-12-02,2020-12-02,2.0,2.0,9.0,0.0,0.0,0.0,0.0
52,23.0,29093.0,The 100,https://flixpatrol.com/title/the-100,2661044,48866,2014.0,2.0,TV,4672.0,USA,9157.0,Science Fiction,14239.0,CW,70283264,70283264,3.0,93.0,656.0,2020-12-02,2020-12-02,3.0,0.0,8.0,0.0,0.0,0.0,0.0
53,24.0,35210.0,The Crown,https://flixpatrol.com/title/the-crown,4786824,65494,2016.0,2.0,TV,89.0,United Kingdom,95.0,History,656.0,Netflix,80025678,80025678,3.0,93.0,656.0,2020-12-02,2020-12-02,4.0,3.0,7.0,0.0,0.0,0.0,0.0
54,25.0,46996.0,Suburra: Blood on Rome,https://flixpatrol.com/title/suburra-blood-on-rome,7197684,73671,2017.0,2.0,TV,93.0,Italy,6827.0,Crime,656.0,Netflix,80081537,80081537,3.0,93.0,656.0,2020-12-02,2020-12-02,5.0,4.0,6.0,0.0,0.0,0.0,0.0
55,26.0,28319.0,How to Get Away with Murder,https://flixpatrol.com/title/how-to-get-away-with-murder,3205802,61056,2014.0,2.0,TV,4672.0,USA,6827.0,Crime,10598.0,ABC,80024057,80024057,3.0,93.0,656.0,2020-12-02,2020-12-02,6.0,5.0,5.0,0.0,0.0,0.0,0.0
56,27.0,28682.0,iZombie,https://flixpatrol.com/title/izombie,3501584,60866,2015.0,2.0,TV,4672.0,USA,7181.0,Superhero,0.0,,80027159,80027159,3.0,93.0,656.0,2020-12-02,2020-12-02,7.0,0.0,4.0,0.0,0.0,0.0,0.0
57,28.0,79168.0,My Hero Academia,https://flixpatrol.com/title/my-hero-academia,5626028,65930,2016.0,2.0,TV,6840.0,Japan,6833.0,Animation,0.0,,80135674,80135674,3.0,93.0,656.0,2020-12-02,2020-12-02,8.0,0.0,3.0,0.0,0.0,0.0,0.0
58,29.0,96770.0,Emily in Paris,https://flixpatrol.com/title/emily-in-paris,8962124,82596,2020.0,2.0,TV,4672.0,USA,88.0,Drama,656.0,Netflix,81037371,81037371,3.0,93.0,656.0,2020-12-02,2020-12-02,9.0,6.0,2.0,0.0,0.0,0.0,0.0
59,30.0,44030.0,Lucifer,https://flixpatrol.com/title/lucifer,4052886,63174,2016.0,2.0,TV,4672.0,USA,7181.0,Superhero,656.0,Netflix,80057918,80057918,3.0,93.0,656.0,2020-12-02,2020-12-02,10.0,8.0,1.0,0.0,0.0,0.0,0.0
60,1.0,97483.0,The Queen&#39;s Gambit,https://flixpatrol.com/title/the-queens-gambit,10048342,87739,2020.0,2.0,TV,4672.0,USA,6824.0,Drama,656.0,Netflix,80234304,80234304,1.0,93.0,656.0,2020-12-03,2020-12-03,1.0,1.0,10.0,0.0,0.0,0.0,0.0
61,2.0,29093.0,The 100,https://flixpatrol.com/title/the-100,2661044,48866,2014.0,2.0,TV,4672.0,USA,9157.0,Science Fiction,14239.0,CW,70283264,70283264,1.0,93.0,656.0,2020-12-03,2020-12-03,2.0,3.0,9.0,0.0,0.0,0.0,0.0
62,3.0,72764.0,Virgin River,https://flixpatrol.com/title/virgin-river,9077530,88324,2019.0,2.0,TV,4672.0,USA,6824.0,Drama,656.0,Netflix,80240027,80240027,1.0,93.0,656.0,2020-12-03,2020-12-03,3.0,2.0,8.0,0.0,0.0,0.0,0.0
63,4.0,35210.0,The Crown,https://flixpatrol.com/title/the-crown,4786824,65494,2016.0,2.0,TV,89.0,United Kingdom,95.0,History,656.0,Netflix,80025678,80025678,1.0,93.0,656.0,2020-12-03,2020-12-03,4.0,4.0,7.0,0.0,0.0,0.0,0.0
64,5.0,73731.0,The Christmas Chronicles: Part Two,https://flixpatrol.com/title/the-christmas-chronicles-part-two,11057644,654028,2020.0,1.0,Movie,333.0,Canada,241.0,Comedy,656.0,Netflix,80988988,80988988,1.0,93.0,656.0,2020-12-03,2020-12-03,5.0,6.0,6.0,0.0,0.0,0.0,0.0
65,6.0,99577.0,The Beast,https://flixpatrol.com/title/the-beast-2020,11499506,654905,2020.0,1.0,Movie,93.0,Italy,246.0,Crime,656.0,Netflix,81319170,81319170,1.0,93.0,656.0,2020-12-03,2020-12-03,6.0,5.0,5.0,0.0,0.0,0.0,0.0
66,7.0,3657.0,Constantine,https://flixpatrol.com/title/constantine-2005,0360486,561,2005.0,1.0,Movie,4672.0,USA,319.0,Superhero,919.0,Warner Bros. Pictures,70019508,70019508,1.0,93.0,656.0,2020-12-03,2020-12-03,7.0,0.0,4.0,0.0,0.0,0.0,0.0
67,8.0,57161.0,Life of the Party,https://flixpatrol.com/title/life-of-the-party-2018,5619332,399796,2018.0,1.0,Movie,4672.0,USA,241.0,Comedy,9149.0,New Line Cinema,80220612,80220612,1.0,93.0,656.0,2020-12-03,2020-12-03,8.0,9.0,3.0,0.0,0.0,0.0,0.0
68,9.0,67174.0,Diego Maradona,https://flixpatrol.com/title/diego-maradona,5433114,536841,2019.0,1.0,Movie,89.0,United Kingdom,8722.0,Documentary,0.0,,81084856,81084856,1.0,93.0,656.0,2020-12-03,2020-12-03,9.0,7.0,2.0,0.0,0.0,0.0,0.0
69,10.0,99229.0,Mosul,https://flixpatrol.com/title/mosul,9252468,618219,2020.0,1.0,Movie,4672.0,USA,94.0,War,656.0,Netflix,81041495,81041495,1.0,93.0,656.0,2020-12-03,2020-12-03,10.0,8.0,1.0,0.0,0.0,0.0,0.0
70,11.0,73731.0,The Christmas Chronicles: Part Two,https://flixpatrol.com/title/the-christmas-chronicles-part-two,11057644,654028,2020.0,1.0,Movie,333.0,Canada,241.0,Comedy,656.0,Netflix,80988988,80988988,2.0,93.0,656.0,2020-12-03,2020-12-03,1.0,2.0,10.0,0.0,0.0,0.0,0.0
71,12.0,99577.0,The Beast,https://flixpatrol.com/title/the-beast-2020,11499506,654905,2020.0,1.0,Movie,93.0,Italy,246.0,Crime,656.0,Netflix,81319170,81319170,2.0,93.0,656.0,2020-12-03,2020-12-03,2.0,1.0,9.0,0.0,0.0,0.0,0.0
72,13.0,3657.0,Constantine,https://flixpatrol.com/title/constantine-2005,0360486,561,2005.0,1.0,Movie,4672.0,USA,319.0,Superhero,919.0,Warner Bros. Pictures,70019508,70019508,2.0,93.0,656.0,2020-12-03,2020-12-03,3.0,0.0,8.0,0.0,0.0,0.0,0.0
73,14.0,57161.0,Life of the Party,https://flixpatrol.com/title/life-of-the-party-2018,5619332,399796,2018.0,1.0,Movie,4672.0,USA,241.0,Comedy,9149.0,New Line Cinema,80220612,80220612,2.0,93.0,656.0,2020-12-03,2020-12-03,4.0,5.0,7.0,0.0,0.0,0.0,0.0
74,15.0,67174.0,Diego Maradona,https://flixpatrol.com/title/diego-maradona,5433114,536841,2019.0,1.0,Movie,89.0,United Kingdom,8722.0,Documentary,0.0,,81084856,81084856,2.0,93.0,656.0,2020-12-03,2020-12-03,5.0,3.0,6.0,0.0,0.0,0.0,0.0
75,16.0,99229.0,Mosul,https://flixpatrol.com/title/mosul,9252468,618219,2020.0,1.0,Movie,4672.0,USA,94.0,War,656.0,Netflix,81041495,81041495,2.0,93.0,656.0,2020-12-03,2020-12-03,6.0,4.0,5.0,0.0,0.0,0.0,0.0
76,17.0,68079.0,Vendetta,https://flixpatrol.com/title/vendetta-2015,3746298,332177,2015.0,1.0,Movie,4672.0,USA,81.0,Action,1365.0,WWE Studios,80053558,80053558,2.0,93.0,656.0,2020-12-03,2020-12-03,7.0,0.0,4.0,0.0,0.0,0.0,0.0
77,18.0,59375.0,The Christmas Chronicles,https://flixpatrol.com/title/the-christmas-chronicles,2990140,527435,2018.0,1.0,Movie,4672.0,USA,241.0,Comedy,656.0,Netflix,80199682,80199682,2.0,93.0,656.0,2020-12-03,2020-12-03,8.0,6.0,3.0,0.0,0.0,0.0,0.0
78,19.0,98775.0,Midnight at the Magnolia,https://flixpatrol.com/title/midnight-at-the-magnolia,13318052,734280,2020.0,1.0,Movie,333.0,Canada,241.0,Comedy,0.0,,81345800,81345800,2.0,93.0,656.0,2020-12-03,2020-12-03,9.0,7.0,2.0,0.0,0.0,0.0,0.0
79,20.0,1619.0,Ghostbusters,https://flixpatrol.com/title/ghostbusters-1984,0087332,620,1984.0,1.0,Movie,4672.0,USA,92.0,Horror,0.0,,541018,541018,2.0,93.0,656.0,2020-12-03,2020-12-03,10.0,0.0,1.0,0.0,0.0,0.0,0.0
80,21.0,97483.0,The Queen&#39;s Gambit,https://flixpatrol.com/title/the-queens-gambit,10048342,87739,2020.0,2.0,TV,4672.0,USA,6824.0,Drama,656.0,Netflix,80234304,80234304,3.0,93.0,656.0,2020-12-03,2020-12-03,1.0,1.0,10.0,0.0,0.0,0.0,0.0
81,22.0,29093.0,The 100,https://flixpatrol.com/title/the-100,2661044,48866,2014.0,2.0,TV,4672.0,USA,9157.0,Science Fiction,14239.0,CW,70283264,70283264,3.0,93.0,656.0,2020-12-03,2020-12-03,2.0,3.0,9.0,0.0,0.0,0.0,0.0
82,23.0,72764.0,Virgin River,https://flixpatrol.com/title/virgin-river,9077530,88324,2019.0,2.0,TV,4672.0,USA,6824.0,Drama,656.0,Netflix,80240027,80240027,3.0,93.0,656.0,2020-12-03,2020-12-03,3.0,2.0,8.0,0.0,0.0,0.0,0.0
83,24.0,35210.0,The Crown,https://flixpatrol.com/title/the-crown,4786824,65494,2016.0,2.0,TV,89.0,United Kingdom,95.0,History,656.0,Netflix,80025678,80025678,3.0,93.0,656.0,2020-12-03,2020-12-03,4.0,4.0,7.0,0.0,0.0,0.0,0.0
84,25.0,99142.0,Alien Worlds,https://flixpatrol.com/title/alien-worlds,13464340,113178,2020.0,2.0,TV,89.0,United Kingdom,6841.0,Documentary,656.0,Netflix,80221410,80221410,3.0,93.0,656.0,2020-12-03,2020-12-03,5.0,0.0,6.0,0.0,0.0,0.0,0.0
85,26.0,79168.0,My Hero Academia,https://flixpatrol.com/title/my-hero-academia,5626028,65930,2016.0,2.0,TV,6840.0,Japan,6833.0,Animation,0.0,,80135674,80135674,3.0,93.0,656.0,2020-12-03,2020-12-03,6.0,8.0,5.0,0.0,0.0,0.0,0.0
86,27.0,46996.0,Suburra: Blood on Rome,https://flixpatrol.com/title/suburra-blood-on-rome,7197684,73671,2017.0,2.0,TV,93.0,Italy,6827.0,Crime,656.0,Netflix,80081537,80081537,3.0,93.0,656.0,2020-12-03,2020-12-03,7.0,5.0,4.0,0.0,0.0,0.0,0.0
87,28.0,28319.0,How to Get Away with Murder,https://flixpatrol.com/title/how-to-get-away-with-murder,3205802,61056,2014.0,2.0,TV,4672.0,USA,6827.0,Crime,10598.0,ABC,80024057,80024057,3.0,93.0,656.0,2020-12-03,2020-12-03,8.0,6.0,3.0,0.0,0.0,0.0,0.0
88,29.0,28682.0,iZombie,https://flixpatrol.com/title/izombie,3501584,60866,2015.0,2.0,TV,4672.0,USA,7181.0,Superhero,0.0,,80027159,80027159,3.0,93.0,656.0,2020-12-03,2020-12-03,9.0,7.0,2.0,0.0,0.0,0.0,0.0
89,30.0,96770.0,Emily in Paris,https://flixpatrol.com/title/emily-in-paris,8962124,82596,2020.0,2.0,TV,4672.0,USA,88.0,Drama,656.0,Netflix,81037371,81037371,3.0,93.0,656.0,2020-12-03,2020-12-03,10.0,9.0,1.0,0.0,0.0,0.0,0.0
90,1.0,97483.0,The Queen&#39;s Gambit,https://flixpatrol.com/title/the-queens-gambit,10048342,87739,2020.0,2.0,TV,4672.0,USA,6824.0,Drama,656.0,Netflix,80234304,80234304,1.0,93.0,656.0,2020-12-04,2020-12-04,1.0,1.0,10.0,0.0,0.0,0.0,0.0
91,2.0,29093.0,The 100,https://flixpatrol.com/title/the-100,2661044,48866,2014.0,2.0,TV,4672.0,USA,9157.0,Science Fiction,14239.0,CW,70283264,70283264,1.0,93.0,656.0,2020-12-04,2020-12-04,2.0,2.0,9.0,0.0,0.0,0.0,0.0
92,3.0,72764.0,Virgin River,https://flixpatrol.com/title/virgin-river,9077530,88324,2019.0,2.0,TV,4672.0,USA,6824.0,Drama,656.0,Netflix,80240027,80240027,1.0,93.0,656.0,2020-12-04,2020-12-04,3.0,3.0,8.0,0.0,0.0,0.0,0.0
